,Unnamed: 0,VendorID,pickup_date,pickup_time,drop_date,drop_time,Store_and_fwd_flag,RateCodeID,Pickup_longitude,Pickup_latitude,Dropoff_longitude,Dropoff_latitude,Passenger_count,Trip_distance,Fare_amount,Extra,MTA_tax,Tip_amount,Tolls_amount,Ehail_fee,improvement_surcharge,Total_amount,Payment_type,Trip_type ,pickup_time_hour,drop_time_hour,pickup_location
840,4663,2,1/1/16,0:26,1/1/16,0:34,N,1,-73.97852325,40.68551254,-73.96141052,40.67520142,1,1.27,7.0,0.5,0.5,1.66,0.0,,0.3,9.96,1,1.0,0,0,Kings County
841,739,2,1/1/16,0:25,1/1/16,0:48,N,1,-73.99423218,40.70310593,-73.95967102,40.65570068,1,4.05,17.5,0.5,0.5,3.76,0.0,,0.3,22.56,1,1.0,0,0,Brooklyn
842,58529,2,1/1/16,21:37,1/2/16,21:27,N,1,-73.97135925,40.68504715,-73.99343109,40.68242264,1,2.34,10.0,0.5,0.5,2.26,0.0,,0.3,13.56,1,1.0,21,21,Brooklyn
843,12804,1,1/1/16,1:19,1/1/16,1:46,N,1,-73.83023834,40.71355820000001,-73.95677948,40.76679611,2,11.4,34.5,0.5,0.5,0.0,0.0,,0.3,35.8,1,1.0,1,1,Queens
844,44182,2,1/1/16,15:20,1/1/16,15:28,N,1,-73.91944885,40.74344635,-73.92293549,40.75561142,1,1.04,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,2,1.0,15,15,Queens
845,22693,2,1/1/16,3:48,1/1/16,3:54,N,1,-73.954422,40.69477844,-73.96363831,40.68696213,1,1.23,6.5,0.5,0.5,1.95,0.0,,0.3,9.75,1,1.0,3,3,Brooklyn
846,25858,2,1/1/16,4:09,1/1/16,4:20,N,1,-73.91487885,40.75364304,-73.88462067,40.75149918,1,1.85,9.5,0.5,0.5,2.16,0.0,,0.3,12.96,1,1.0,4,4,Queens
847,49667,1,1/1/16,17:38,1/1/16,17:42,N,1,-73.92578888,40.7625885,-73.91907501,40.76757431,1,0.9,5.0,0.0,0.5,0.0,0.0,,0.3,5.8,2,1.0,17,17,Queens
848,51303,2,1/1/16,18:27,1/1/16,18:52,N,1,-73.91389465,40.76534653,-73.95169067,40.71430588,5,5.21,20.5,0.0,0.5,2.0,0.0,,0.3,23.3,1,1.0,18,18,Queens
849,12097,1,1/1/16,1:52,1/1/16,1:53,N,1,-73.90172577,40.86849594,-73.90602112,40.87042618,1,0.3,3.0,0.5,0.5,0.0,0.0,,0.3,4.3,2,1.0,1,1,Bronx
850,32912,1,1/1/16,5:04,1/1/16,5:07,N,1,-73.89575958,40.74104309,-73.90110016,40.74263763,2,0.6,4.0,0.5,0.5,0.0,0.0,,0.3,5.3,2,1.0,5,5,Queens
851,42275,2,1/1/16,14:08,1/1/16,14:18,N,1,-73.83428955,40.75805664,-73.86642456,40.7527504,1,2.27,10.0,0.0,0.5,0.0,0.0,,0.3,10.8,2,1.0,14,14,Queens
852,13648,2,1/1/16,2:08,1/1/16,2:15,N,1,-73.98822021,40.69602203,-73.99936676,40.67529678,1,1.87,8.0,0.5,0.5,2.79,0.0,,0.3,12.09,1,1.0,2,2,Brooklyn
853,42418,2,1/1/16,14:23,1/1/16,14:27,N,1,-73.95063782,40.81087875,-73.93874359,40.81721115,6,1.02,5.0,0.0,0.5,0.0,0.0,,0.3,5.8,2,1.0,14,14,Manhattan
854,60978,2,1/1/16,22:44,1/1/16,22:50,N,1,-73.98390961,40.69489288,-73.99510193,40.71772766,2,1.71,7.5,0.5,0.5,2.0,0.0,,0.3,10.8,1,1.0,22,22,Brooklyn
855,26368,2,1/1/16,4:19,1/1/16,4:28,N,1,-73.91945648,40.8680687,-73.90847778,40.88427353,1,1.92,8.5,0.5,0.5,0.0,0.0,,0.3,9.8,2,1.0,4,4,Manhattan
856,46635,2,1/1/16,16:22,1/1/16,16:48,N,1,-73.99294281,40.69310379,-73.95135498,40.80463791,1,11.31,33.5,0.0,0.5,6.86,0.0,,0.3,41.16,1,1.0,16,16,Brooklyn
857,59130,2,1/1/16,21:59,1/1/16,22:06,N,1,-73.95783234,40.71763992,-73.94711304,40.69788742,1,2.08,8.0,0.5,0.5,0.0,0.0,,0.3,9.3,2,1.0,21,22,Brooklyn
858,58947,2,1/1/16,21:48,1/1/16,21:58,N,1,-73.90364075,40.74498749,-73.91947174,40.76519775,5,1.99,9.5,0.5,0.5,0.0,0.0,,0.3,10.8,2,1.0,21,21,Queens
859,40956,2,1/1/16,13:07,1/1/16,13:18,N,1,-73.80751038,40.70035172,-73.83350372,40.67291641,1,3.4,12.0,0.0,0.5,0.0,0.0,,0.3,12.8,2,1.0,13,13,Queens
860,1337,2,1/1/16,0:49,1/1/16,0:54,N,1,-73.83044434,40.75956345,-73.83467865,40.74675369,1,1.18,6.5,0.5,0.5,0.0,0.0,,0.3,7.8,2,1.0,0,0,Queens
861,17852,2,1/1/16,2:53,1/1/16,3:09,N,1,-74.00524902,40.6533699,-73.94540405,40.68160248,5,4.8,16.5,0.5,0.5,0.0,0.0,,0.3,17.8,2,1.0,2,3,Brooklyn
862,58681,2,1/1/16,21:43,1/1/16,21:52,N,1,-73.93063354,40.67152023,-73.93299103,40.6635704,1,0.39,6.5,0.5,0.5,0.0,0.0,,0.3,7.8,2,1.0,21,21,Brooklyn
863,44320,2,1/1/16,15:26,1/1/16,15:33,N,1,-73.94364166,40.82353592,-73.94400787,40.80984879,1,1.14,6.5,0.0,0.5,0.0,0.0,,0.3,7.3,2,1.0,15,15,Manhattan
864,44515,2,1/1/16,15:22,1/1/16,15:42,N,1,-73.94847107,40.80356598,-73.97510529,40.74973679,1,4.65,18.0,0.0,0.5,0.0,0.0,,0.3,18.8,2,1.0,15,15,Manhattan
865,6006,1,1/1/16,0:22,1/1/16,0:57,N,1,-73.95646667,40.68331146,-73.95235443,40.78100586,1,10.5,34.5,0.5,0.5,7.15,0.0,,0.3,42.95,1,1.0,0,0,Brooklyn
866,23103,2,1/1/16,3:52,1/1/16,3:58,N,1,-73.95752716,40.67197037,-73.93918609999999,40.67205429,1,1.82,7.5,0.5,0.5,0.0,0.0,,0.3,8.8,2,1.0,3,3,Brooklyn
867,24490,1,1/1/16,3:40,1/1/16,3:46,N,1,-73.90396118,40.75374603,-73.88199615,40.75605392,1,1.5,7.0,0.5,0.5,2.45,0.0,,0.3,10.75,1,1.0,3,3,Queens
868,37761,1,1/1/16,9:40,1/1/16,9:42,N,1,-73.91156006,40.76805115,-73.9197998,40.75815201,2,0.8,4.5,0.0,0.5,0.0,0.0,,0.3,5.3,2,1.0,9,9,Queens
869,56527,2,1/1/16,20:53,1/1/16,20:58,N,1,-73.92171478,40.76673126,-73.92467499,40.75850296,1,0.73,5.0,0.5,0.5,0.0,0.0,,0.3,6.3,1,1.0,20,20,Queens
870,13170,1,1/1/16,1:03,1/1/16,1:06,N,1,-73.95429993,40.81142807,-73.95884705,40.80975723,1,0.4,4.0,0.5,0.5,0.0,0.0,,0.3,5.3,2,1.0,1,1,Manhattan
871,38842,2,1/1/16,11:17,1/1/16,11:18,N,1,-73.98318481,40.67298889,-73.98928833,40.66953278,1,0.53,3.5,0.0,0.5,0.0,0.0,,0.3,4.3,2,1.0,11,11,Brooklyn
872,4538,2,1/1/16,0:17,1/1/16,0:33,N,1,-73.96800995,40.6933136,-73.93148804,40.68389893,1,2.78,12.0,0.5,0.5,0.0,0.0,,0.3,13.3,1,1.0,0,0,Brooklyn
873,37530,2,1/1/16,9:50,1/1/16,9:54,N,1,-73.91403961,40.82417679,-73.89910889,40.82585144,1,0.95,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,2,1.0,9,9,Bronx
874,6949,2,1/1/16,1:13,1/1/16,1:17,N,1,-73.84882355,40.72342682,-73.84526062,40.71952438,1,0.41,4.5,0.5,0.5,0.0,0.0,,0.3,5.8,2,1.0,1,1,Queens
875,63059,2,1/1/16,23:35,1/1/16,23:42,N,1,-73.94212341,40.79805374,-73.95457458,40.80064774,1,0.81,7.0,0.5,0.5,0.0,0.0,,0.3,8.3,1,1.0,23,23,Manhattan
876,31612,2,1/1/16,5:31,1/1/16,5:50,N,1,-73.94425964,40.7863121,-73.85823822,40.73807144,2,10.39,29.5,0.5,0.5,0.0,5.54,,0.3,36.34,2,1.0,5,5,Manhattan
877,24990,1,1/1/16,3:15,1/1/16,3:18,N,1,-73.91468048,40.75374222,-73.90695953,40.76429749,1,0.9,5.0,0.5,0.5,0.0,0.0,,0.3,6.3,2,1.0,3,3,Queens
878,60074,2,1/1/16,22:10,1/1/16,22:20,N,1,-73.92700958,40.81923676,-73.90284729,40.85657883,1,3.49,12.0,0.5,0.5,0.0,0.0,,0.3,13.3,2,1.0,22,22,Bronx
879,61925,1,1/1/16,22:24,1/1/16,22:33,N,1,-73.89083099,40.74840546,-73.87415314,40.74407578,1,1.2,7.5,0.5,0.5,1.75,0.0,,0.3,10.55,1,1.0,22,22,Queens
880,2826,2,1/1/16,0:59,1/1/16,1:16,N,1,-73.91189575,40.77547455,-73.85379028,40.72194672,1,7.74,24.0,0.5,0.5,5.06,0.0,,0.3,30.36,1,1.0,0,1,Queens
881,50154,2,1/1/16,18:00,1/1/16,18:14,N,1,-73.87229156,40.73428726,-73.92218781,40.74377823,2,2.81,12.0,0.0,0.5,0.0,0.0,,0.3,12.8,2,1.0,18,18,Queens
882,14180,2,1/1/16,2:15,1/1/16,2:23,N,1,-73.95883179,40.819664,-73.95664215,40.80254364,2,1.59,8.0,0.5,0.5,1.0,0.0,,0.3,10.3,1,1.0,2,2,Manhattan
883,30367,2,1/1/16,5:07,1/1/16,5:20,N,1,-73.94965363,40.7853241,-73.92099762,40.83123016,2,3.58,14.0,0.5,0.5,7.0,0.0,,0.3,22.3,1,1.0,5,5,Manhattan
884,19769,2,1/1/16,3:01,1/1/16,3:10,N,1,-73.95263672,40.81054306,-73.93713379,40.80515671,1,1.16,7.5,0.5,0.5,0.0,0.0,,0.3,8.8,2,1.0,3,3,Manhattan
885,59936,2,1/1/16,22:12,1/1/16,22:15,N,1,-73.91518402,40.76379776,-73.92390442,40.76132965,1,0.68,4.5,0.5,0.5,0.0,0.0,,0.3,5.8,2,1.0,22,22,Queens
886,62257,2,1/1/16,23:08,1/1/16,23:13,N,1,-73.84475708,40.72208786,-73.85575867,40.72797012,1,0.72,5.5,0.5,0.5,0.0,0.0,,0.3,6.8,2,1.0,23,23,Queens
887,32148,2,1/1/16,5:35,1/1/16,6:07,N,1,-73.91373444,40.76559448,-73.76234436,40.69826889,1,14.1,40.0,0.5,0.5,0.0,0.0,,0.3,41.3,2,1.0,5,6,Queens
888,28445,2,1/1/16,4:59,1/1/16,5:02,N,1,-73.85561371,40.75170517,-73.86369324,40.75514603,1,0.65,4.5,0.5,0.5,0.0,0.0,,0.3,5.8,2,1.0,4,5,Queens
889,39351,2,1/1/16,11:38,1/1/16,12:00,N,1,-73.92218781,40.67890549,-73.8755188,40.65110779,1,4.74,18.0,0.0,0.5,0.0,0.0,,0.3,18.8,2,1.0,11,12,Brooklyn
890,29166,1,1/1/16,4:47,1/1/16,4:51,N,1,-73.91757965,40.73898315,-73.91130066,40.74446106,1,0.6,4.5,0.5,0.5,0.0,0.0,,0.3,5.8,2,1.0,4,4,Queens
891,56695,2,1/1/16,20:59,1/1/16,21:03,N,1,-73.95774841,40.6708374,-73.94702911,40.67956924,4,1.12,5.5,0.5,0.5,0.0,0.0,,0.3,6.8,2,1.0,20,21,Kings County
892,25114,1,1/1/16,3:06,1/1/16,3:28,N,1,-73.96779633,40.64860916,-73.92966461,40.70085526,1,8.6,28.0,0.5,0.5,7.3,0.0,,0.3,36.6,1,1.0,3,3,Brooklyn
893,18734,1,1/1/16,2:40,1/1/16,2:44,N,1,-73.94939423,40.80204773,-73.94176483,40.81290436,1,0.9,5.5,0.5,0.5,1.35,0.0,,0.3,8.15,1,1.0,2,2,Manhattan
894,41455,2,1/1/16,13:52,1/1/16,13:52,N,5,-73.89489746,40.85253143,-73.89481354,40.85250854,1,0.0,13.0,0.0,0.0,2.6,0.0,,0.0,15.6,1,2.0,13,13,Bronx
895,47725,2,1/1/16,17:03,1/1/16,17:08,N,1,-73.98714447,40.69149017,-73.97502899,40.69588852,1,0.94,5.5,0.0,0.5,1.89,0.0,,0.3,8.19,1,1.0,17,17,Brooklyn
896,45666,1,1/1/16,15:04,1/1/16,15:29,N,1,-73.88187408,40.76353836,-73.81983948,40.67732239,1,8.2,27.0,0.5,0.5,0.0,0.0,,0.3,28.3,2,1.0,15,15,Queens
897,19915,2,1/1/16,3:07,1/1/16,3:14,N,1,-73.89142609,40.7467041,-73.89596558,40.73406601,2,1.14,6.5,0.5,0.5,0.0,0.0,,0.3,7.8,2,1.0,3,3,Queens
898,33264,2,1/1/16,6:03,1/1/16,6:21,N,1,-74.00002289,40.65866089,-73.97768402,40.59879684,2,5.54,19.0,0.0,0.5,0.0,0.0,,0.3,19.8,2,1.0,6,6,Brooklyn
899,22795,2,1/1/16,3:49,1/1/16,3:55,N,1,-73.93799591,40.8234787,-73.94439697,40.80945206,1,1.11,6.5,0.5,0.5,0.0,0.0,,0.3,7.8,2,1.0,3,3,Manhattan
900,43430,1,1/1/16,14:49,1/1/16,14:53,N,1,-73.95368958,40.790802,-73.95590973,40.77932358,2,1.0,5.5,0.0,0.5,1.55,0.0,,0.3,7.85,1,1.0,14,14,Manhattan
901,14524,2,1/1/16,2:10,1/1/16,2:26,N,1,-73.87719727,40.73749542,-73.85622406,40.74585342,1,2.19,12.5,0.5,0.5,0.0,0.0,,0.3,13.8,2,1.0,2,2,Queens
902,44572,2,1/1/16,15:37,1/1/16,15:44,N,1,-73.93663025,40.79860687,-73.95613098,40.76800156,1,2.56,9.5,0.0,0.5,3.09,0.0,,0.3,13.39,1,1.0,15,15,Manhattan
903,29381,1,1/1/16,4:34,1/1/16,4:36,N,1,-73.94940186,40.68041992,-73.95355225,40.68818283,1,0.8,4.5,0.5,0.5,0.0,0.0,,0.3,5.8,2,1.0,4,4,Brooklyn
904,4318,2,1/1/16,0:15,1/1/16,0:29,N,1,-73.93661499,40.67087936,-73.94274139,40.64076996,1,2.69,12.0,0.5,0.5,2.66,0.0,,0.3,15.96,1,1.0,0,0,Brooklyn
905,46125,2,1/1/16,16:22,1/1/16,16:26,N,1,-73.91915131,40.7590065,-73.92015839,40.76826859,1,0.95,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,2,1.0,16,16,Queens
906,13056,1,1/1/16,1:08,1/1/16,1:27,N,1,-73.94427490000002,40.79212952,-73.93104553,40.85477448,1,5.1,18.5,0.5,0.5,3.95,0.0,,0.3,23.75,1,1.0,1,1,Manhattan
907,41289,2,1/1/16,13:22,1/1/16,13:41,N,1,-73.7983551,40.70401382,-73.74760437,40.68918991,1,4.22,14.5,0.0,0.5,0.0,0.0,,0.3,15.3,2,1.0,13,13,Queens
908,25862,2,1/1/16,4:13,1/1/16,4:20,N,1,-73.8299942,40.71373749,-73.81684875,40.68488693,1,2.82,9.5,0.5,0.5,0.0,0.0,,0.3,10.8,2,1.0,4,4,Queens
909,7393,2,1/1/16,1:08,1/1/16,1:23,N,1,-73.94503784,40.81358337,-73.94272614,40.80020905,1,1.56,11.5,0.5,0.5,0.0,0.0,,0.3,12.8,1,1.0,1,1,Manhattan
910,9564,2,1/1/16,1:36,1/1/16,1:48,N,1,-74.01406097,40.64491272,-73.98334503,40.6725502,1,2.63,11.0,0.5,0.5,2.46,0.0,,0.3,14.76,1,1.0,1,1,Brooklyn
911,34957,2,1/1/16,7:04,1/1/16,7:10,N,1,-73.9454422,40.83330154,-73.93593597,40.84815979,1,1.15,6.5,0.0,0.5,0.0,0.0,,0.3,7.3,2,1.0,7,7,Manhattan
912,63349,2,1/1/16,23:46,1/1/16,23:53,N,1,-73.99362183,40.68701935,-74.0135498,40.64905167,1,3.08,10.0,0.5,0.5,0.0,0.0,,0.3,11.3,2,1.0,23,23,Brooklyn
913,53310,2,1/1/16,19:32,1/1/16,19:36,N,1,-73.97980499,40.66893768,-73.97323608,40.67833328,1,0.68,5.0,0.0,0.5,0.0,0.0,,0.3,5.8,2,1.0,19,19,Brooklyn
914,20034,2,1/1/16,3:10,1/1/16,3:16,N,1,-73.8442688,40.72148514,-73.84825897,40.73545837,1,1.18,6.5,0.5,0.5,0.0,0.0,,0.3,7.8,1,1.0,3,3,Queens
915,32893,1,1/1/16,5:06,1/1/16,5:16,N,1,-73.94976807,40.68167496,-73.95027161,40.65762711,1,1.7,9.0,0.5,0.5,0.0,0.0,,0.3,10.3,2,1.0,5,5,Brooklyn
916,46580,2,1/1/16,16:29,1/1/16,16:46,N,1,-73.93996429,40.84051514,-73.98343658,40.76079559,1,7.03,22.0,0.0,0.5,4.56,0.0,,0.3,27.36,1,1.0,16,16,Manhattan
917,24240,1,1/1/16,3:52,1/1/16,3:56,N,1,-73.88253784,40.7477684,-73.87273407,40.74884415,1,0.5,4.5,0.5,0.5,0.0,0.0,,0.3,5.8,2,1.0,3,3,Queens
918,43127,2,1/1/16,14:54,1/1/16,15:01,N,1,-73.94772339,40.79033279,-73.97425842,40.78353119,1,2.15,8.5,0.0,0.5,1.5,0.0,,0.3,10.8,1,1.0,14,15,Manhattan
919,45830,2,1/1/16,16:03,1/1/16,16:13,N,1,-73.93492889,40.84842682,-73.89073944,40.82866669,1,3.95,13.0,0.0,0.5,0.0,0.0,,0.3,13.8,2,1.0,16,16,Manhattan
920,1955,2,1/1/16,0:44,1/1/16,1:01,N,1,-73.93679047,40.82991028,-73.89810181,40.85714722,1,4.27,17.0,0.5,0.5,0.0,0.0,,0.3,18.3,2,1.0,0,1,Manhattan
921,57711,2,1/1/16,21:09,1/1/16,21:19,N,1,-73.97753906,40.68694687,-73.97663879,40.65859222,1,2.45,10.0,0.5,0.5,0.0,0.0,,0.3,11.3,2,1.0,21,21,Brooklyn
922,50556,2,1/1/16,18:20,1/1/16,18:28,N,1,-73.92736816,40.82816315,-73.92154694,40.85260391,1,2.09,9.0,0.0,0.5,1.96,0.0,,0.3,11.76,1,1.0,18,18,Bronx
923,51039,2,1/1/16,18:25,1/1/16,18:43,N,1,-73.97019958,40.68949127,-73.99097443,40.74531555,1,4.98,17.0,0.0,0.5,0.0,0.0,,0.3,17.8,2,1.0,18,18,Brooklyn
924,38524,2,1/1/16,10:59,1/1/16,11:17,N,1,-73.92165375,40.76683807,-73.94891357,40.78166199,1,5.16,18.0,0.0,0.5,3.76,0.0,,0.3,22.56,1,1.0,10,11,Queens
925,2238,2,1/1/16,0:41,1/1/16,1:04,N,1,-73.99219513,40.69013214,-73.88304138,40.74291611,1,8.37,27.0,0.5,0.5,0.0,0.0,,0.3,28.3,2,1.0,0,1,Brooklyn
926,17588,2,1/1/16,2:53,1/1/16,3:04,N,1,-73.93359375,40.67084885,-73.95064545,40.68997955,1,2.4,10.5,0.5,0.5,0.0,0.0,,0.3,11.8,2,1.0,2,3,Brooklyn
927,22006,2,1/1/16,3:31,1/1/16,3:44,N,1,-73.86166382,40.75003433,-73.90383911,40.75129318,1,2.41,11.0,0.5,0.5,0.0,0.0,,0.3,12.3,2,1.0,3,3,Queens
928,442,2,1/1/16,0:33,1/1/16,0:44,N,1,-73.87238312,40.75188446,-73.9187088,40.75892639,1,2.81,11.0,0.5,0.5,1.0,0.0,,0.3,13.3,1,1.0,0,0,Queens
929,42781,2,1/1/16,14:37,1/1/16,14:44,N,1,-73.95418549,40.58760834,-73.93784332,40.5942955,1,1.24,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,2,1.0,14,14,Brooklyn
930,17002,2,1/1/16,2:32,1/1/16,2:57,N,1,-73.85901642,40.69241333,-73.86199951,40.74991226,1,5.08,20.5,0.5,0.5,0.0,0.0,,0.3,21.8,2,1.0,2,2,Queens
931,51221,2,1/1/16,18:44,1/1/16,18:49,N,1,-74.01058959999997,40.67193222,-74.00565338,40.68359756,1,1.04,5.5,0.0,0.5,1.26,0.0,,0.3,7.56,1,1.0,18,18,Brooklyn
932,31557,2,1/1/16,5:43,1/1/16,5:49,N,1,-73.9377594,40.80458832,-73.95602417,40.81312561,1,1.12,6.5,0.5,0.5,0.0,0.0,,0.3,7.8,1,1.0,5,5,Manhattan
933,5177,1,1/1/16,0:54,1/1/16,1:05,N,1,-73.87909698,40.67481995,-73.89604187,40.65805054,1,2.1,9.0,0.5,0.5,0.0,0.0,,0.3,10.3,2,1.0,0,1,Brooklyn
934,56186,2,1/1/16,20:30,1/1/16,20:48,N,1,-73.95703125,40.74581528,-73.96398926,40.71645355,1,3.61,15.5,0.5,0.5,3.36,0.0,,0.3,20.16,1,1.0,20,20,Queens
935,48979,2,1/1/16,17:42,1/1/16,17:55,N,1,-73.96174622,40.71089935,-73.92883301,40.70463943,1,2.22,10.5,0.0,0.5,0.0,0.0,,0.3,11.3,2,1.0,17,17,Brooklyn
936,33818,2,1/1/16,6:34,1/1/16,6:43,N,1,-73.95796967,40.71748734,-73.92953491,40.70816803,1,2.05,9.0,0.0,0.5,1.96,0.0,,0.3,11.76,1,1.0,6,6,Brooklyn
937,4361,2,1/1/16,0:25,1/1/16,0:31,N,1,-73.97138214,40.68639374,-73.98334503,40.68558121,1,1.06,5.5,0.5,0.5,0.0,0.0,,0.3,6.8,2,1.0,0,0,Brooklyn
938,23805,2,1/1/16,3:49,1/1/16,4:12,N,1,-73.96221924,40.70986557,-73.93479919,40.67166519,1,3.78,16.5,0.5,0.5,2.0,0.0,,0.3,19.8,1,1.0,3,4,Brooklyn
939,48860,2,1/1/16,17:41,1/1/16,17:51,N,1,-73.96122742,40.71137238,-73.93279266,40.69281769,4,2.18,9.5,0.0,0.5,0.0,0.0,,0.3,10.3,2,1.0,17,17,Brooklyn
940,13810,2,1/1/16,2:13,1/1/16,2:17,N,1,-73.90106964,40.74401855,-73.89595795,40.73579025,1,1.17,5.5,0.5,0.5,0.0,0.0,,0.3,6.8,2,1.0,2,2,Queens
941,2557,2,1/1/16,0:55,1/1/16,1:09,N,1,-73.9330368,40.70423126,-73.9838562,40.6944313,5,3.1,13.0,0.5,0.5,0.0,0.0,,0.3,14.3,2,1.0,0,1,Brooklyn
942,60976,2,1/1/16,22:32,1/1/16,22:50,N,1,-73.96006012,40.71984863,-73.91204834,40.76995087,1,6.97,22.0,0.5,0.5,0.0,0.0,,0.3,23.3,1,1.0,22,22,Brooklyn
943,48527,2,1/1/16,17:26,1/1/16,17:40,N,1,-73.96604156,40.67427063,-73.97156525,40.6265564,1,4.1,14.5,0.0,0.5,3.06,0.0,,0.3,18.36,1,1.0,17,17,Brooklyn
944,29209,1,1/1/16,4:45,1/1/16,4:46,N,1,-73.95183563,40.82464981,-73.95185089,40.82463074,1,5.7,3.0,0.5,0.5,0.0,0.0,,0.3,4.3,3,1.0,4,4,Manhattan
945,58971,2,1/1/16,21:54,1/1/16,22:00,N,1,-73.98254395,40.7013092,-73.97610474,40.68379593,1,1.43,6.5,0.5,0.5,0.0,0.0,,0.3,7.8,2,1.0,21,22,Kings County
946,3872,2,1/1/16,0:20,1/1/16,0:24,N,1,-73.94237518,40.78625870000001,-73.95114899,40.78012848,1,0.73,4.5,0.5,0.5,0.0,0.0,,0.3,5.8,2,1.0,0,0,Manhattan
947,31372,2,1/1/16,5:40,1/1/16,5:44,N,1,-73.84479523,40.72200012,-73.83119202,40.72791672,1,1.04,6.0,0.5,0.5,1.82,0.0,,0.3,9.12,1,1.0,5,5,Queens
948,22874,2,1/1/16,3:42,1/1/16,3:56,N,1,-73.92623138,40.69811249,-73.96475983,40.68353271,1,2.85,11.5,0.5,0.5,0.0,0.0,,0.3,12.8,2,1.0,3,3,Brooklyn
949,5893,1,1/1/16,0:25,1/1/16,0:33,N,1,-73.99246979,40.68372345,-73.98660278,40.70219421,1,1.4,7.0,0.5,0.5,2.45,0.0,,0.3,10.75,1,1.0,0,0,Brooklyn
950,15923,2,1/1/16,2:32,1/1/16,2:45,N,1,-73.98560333,40.67841339,-73.95304871,40.67455673,1,1.98,10.0,0.5,0.5,0.0,0.0,,0.3,11.3,2,1.0,2,2,Brooklyn
951,30889,2,1/1/16,5:04,1/1/16,5:31,N,1,-73.82995605,40.75938797,-74.03247833,40.61948013,2,19.86,53.5,0.5,0.5,0.0,0.0,,0.3,54.8,2,1.0,5,5,Queens
952,43626,1,1/1/16,14:19,1/1/16,14:30,N,1,-73.80773926,40.70043945,-73.76512909,40.67922211,2,3.5,12.5,0.5,0.5,0.0,0.0,,0.3,13.8,2,1.0,14,14,Queens
953,22154,2,1/1/16,3:39,1/1/16,3:46,N,1,-73.94356537,40.79324341,-73.91240692,40.80303574,1,2.31,8.5,0.5,0.5,0.0,0.0,,0.3,9.8,2,1.0,3,3,Manhattan
954,47904,2,1/1/16,17:07,1/1/16,17:16,N,1,-73.93866729999998,40.8220253,-73.90230559999998,40.82253265,1,2.21,9.5,0.0,0.5,0.0,0.0,,0.3,10.3,2,1.0,17,17,Manhattan
955,2813,2,1/1/16,0:48,1/1/16,1:16,N,1,-73.94059753,40.81903076,-73.98895264,40.75860596,1,6.83,26.5,0.5,0.5,5.56,0.0,,0.3,33.36,1,1.0,0,1,Manhattan
956,56844,2,1/1/16,20:46,1/1/16,21:12,N,1,-73.94724274,40.78414917,-73.95330048,40.75806427,1,6.23,22.5,0.5,0.5,5.95,0.0,,0.3,29.75,1,1.0,20,21,Manhattan
957,202,2,1/1/16,0:28,1/1/16,0:41,N,1,-73.95521545,40.80452347,-73.93731689,40.8068428,1,1.85,10.0,0.5,0.5,0.0,0.0,,0.3,11.3,2,1.0,0,0,Manhattan
958,2595,2,1/1/16,0:51,1/1/16,1:09,N,1,-73.99249268,40.70212555,-74.01353455,40.7081604,1,3.94,15.0,0.5,0.5,0.0,0.0,,0.3,16.3,2,1.0,0,1,Brooklyn
959,7687,2,1/1/16,1:17,1/1/16,1:27,N,1,-73.91002655,40.76965332,-73.92226409999998,40.76312256,1,1.29,8.0,0.5,0.5,1.86,0.0,,0.3,11.16,1,1.0,1,1,Queens
960,30460,2,1/1/16,5:18,1/1/16,5:22,N,1,-73.92510223,40.76172638,-73.91412354,40.75990677,1,0.73,5.0,0.5,0.5,1.89,0.0,,0.3,8.19,1,1.0,5,5,Queens
961,18625,1,1/1/16,2:45,1/1/16,2:50,N,1,-73.95865631,40.71707916,-73.96642303,40.71150208,1,0.8,5.5,0.5,0.5,0.0,0.0,,0.3,6.8,2,1.0,2,2,Brooklyn
962,16146,2,1/1/16,2:39,1/1/16,2:47,N,1,-73.94852448,40.67159653,-73.91591644,40.67582321,1,2.5,9.5,0.5,0.5,0.0,0.0,,0.3,10.8,2,1.0,2,2,Brooklyn
963,40423,2,1/1/16,12:53,1/1/16,13:02,N,1,-73.93760681,40.79296494,-73.96987915,40.75733948,1,4.45,14.0,0.0,0.5,0.0,0.0,,0.3,14.8,2,1.0,12,13,Manhattan
964,1527,2,1/1/16,0:47,1/1/16,0:56,N,1,-73.94777679,40.76384354,-73.96336365,40.7616539,1,3.21,11.0,0.5,0.5,3.0,0.0,,0.3,15.3,1,1.0,0,0,Manhattan
965,7950,2,1/1/16,1:15,1/1/16,1:30,N,1,-73.96309662,40.71017838,-73.99293518,40.69754028,5,3.79,14.5,0.5,0.5,3.95,0.0,,0.3,19.75,1,1.0,1,1,Brooklyn
966,23816,2,1/1/16,3:59,1/1/16,4:13,N,1,-73.97949982,40.6779213,-74.00302887,40.64981842,1,2.74,12.0,0.5,0.5,0.0,0.0,,0.3,13.3,2,1.0,3,4,Brooklyn
967,23503,2,1/1/16,3:48,1/1/16,4:05,N,1,-73.95259094,40.71400070000001,-73.91098022,40.68538666,5,3.26,14.0,0.5,0.5,0.0,0.0,,0.3,15.3,2,1.0,3,4,Brooklyn
